"","KIDS","SNAP","FINC","NPL","AGE","FERH"
"1562",1,"No",170000,3,33.6666666666667,"No"
"1563",2,"No",33000,4,28.5,"No"
"1564",2,"No",111000,4,24,"No"
"1565",1,"No",124000,5,45,"No"
"1566",1,"No",168300,5,41.4,"No"
"1567",1,"No",71000,3,29.6666666666667,"No"
"1568",3,"No",162000,5,17,"No"
"1569",4,"No",145500,6,24.5,"No"
"1570",2,"No",155800,4,24,"No"
"1571",1,"No",2e+05,3,25,"Yes"
"1572",3,"No",271930,7,40.7142857142857,"No"
"1573",1,"No",220000,3,40.6666666666667,"No"
"1574",2,"No",126000,4,34.25,"No"
"1575",1,"No",76500,3,27.6666666666667,"No"
"1576",3,"No",1e+05,5,25.4,"No"
"1577",3,"No",124100,7,24.5714285714286,"No"
"1578",1,"No",22000,3,23,"No"
"1579",1,"No",175000,3,20,"Yes"
"1580",2,"No",84500,4,19.25,"No"
"1581",2,"Yes",10000,3,17.3333333333333,"No"
"1582",2,"No",223000,4,28,"No"
"1583",2,"No",109800,4,23,"No"
"1584",1,"No",35000,2,30.5,"No"
"1585",1,"No",33000,2,23,"No"
"1586",1,"No",94000,3,22.3333333333333,"No"
"1587",2,"No",612000,4,28.75,"No"
"1588",2,"No",87800,4,26.5,"No"
"1589",2,"No",340000,4,22.25,"No"
"1590",2,"No",225500,4,28.5,"No"
"1591",2,"No",174000,4,18.25,"No"
"1592",1,"No",204000,3,23.6666666666667,"No"
"1593",2,"No",289000,4,21.5,"No"
"1594",1,"No",120000,3,32.6666666666667,"No"
"1595",2,"No",263800,4,31.5,"No"
"1596",3,"No",178000,5,19,"No"
"1597",2,"No",83200,4,33.5,"No"
"1598",2,"Yes",36700,4,18,"No"
"1599",1,"No",98000,3,26.6666666666667,"No"
"1600",1,"No",170000,3,31.3333333333333,"No"
"1601",1,"No",90000,3,25.6666666666667,"No"
"1602",2,"Yes",35400,4,19.25,"No"
"1603",2,"No",725000,4,31.25,"No"
"1604",1,"No",181100,4,35.75,"No"
"1605",3,"Yes",0,5,25.4,"No"
"1606",1,"No",108150,3,31.3333333333333,"No"
"1607",1,"No",75000,5,17.2,"No"
"1608",1,"No",132000,3,23,"No"
"1609",1,"No",100530,5,36.2,"No"
"1610",3,"Yes",9300,4,12,"No"
"1611",2,"No",74770,4,30.75,"No"
"1612",1,"No",12500,2,16.5,"Yes"
"1613",1,"No",111800,3,36.3333333333333,"No"
"1614",1,"No",586000,4,32.25,"No"
"1615",2,"No",415000,4,32,"No"
"1616",2,"No",30600,3,17.6666666666667,"No"
"1617",1,"No",87000,3,20.6666666666667,"No"
"1618",2,"No",175000,4,30.5,"No"
"1619",1,"No",274000,4,32,"No"
"1620",2,"No",195000,4,20.5,"No"
"1621",3,"No",581000,5,21,"No"
"1622",2,"Yes",0,4,19.75,"No"
"1623",2,"Yes",26000,4,23.75,"No"
"1624",2,"Yes",10900,4,38.5,"No"
"1625",2,"No",104000,4,23,"No"
"1626",2,"No",798000,4,32.25,"No"
"1627",2,"No",40000,3,20.3333333333333,"No"
"1628",1,"Yes",105000,4,31.25,"Yes"
"1629",2,"No",125000,4,21.75,"No"
"1630",2,"No",35000,4,33.75,"No"
"1631",2,"No",212000,4,27.75,"No"
"1632",1,"No",230000,4,22.25,"Yes"
"1633",2,"No",205000,4,24.25,"No"
"1634",1,"No",115000,3,26.3333333333333,"No"
"1635",2,"No",124800,4,33,"No"
"1636",3,"No",50900,4,22.75,"No"
"1637",1,"No",96100,3,28.6666666666667,"No"
"1638",1,"No",144000,3,26.6666666666667,"No"
"1639",1,"No",158500,4,36.5,"No"
"1640",2,"No",255400,4,23.25,"No"
"1641",1,"No",77000,3,22.6666666666667,"Yes"
"1642",2,"No",776000,4,28.5,"No"
"1643",1,"No",316000,3,42.6666666666667,"No"
"1644",2,"No",143700,4,23.75,"No"
"1645",2,"No",173000,4,29.5,"No"
"1646",2,"No",113000,4,24.5,"No"
"1647",1,"No",303600,3,40.6666666666667,"No"
"1648",2,"No",63200,5,23.8,"No"
"1649",1,"No",83000,2,29,"No"
"1650",2,"No",250000,4,30.75,"No"
"1651",1,"No",235000,3,33,"No"
"1652",2,"No",190000,4,18.5,"Yes"
"1653",1,"No",100,2,36,"No"
"1654",3,"No",222800,5,20.2,"No"
"1655",2,"No",571000,4,31,"No"
"1656",3,"No",195000,5,27.6,"No"
"1657",1,"No",134500,4,36.75,"No"
"1658",1,"No",117000,3,45.3333333333333,"No"
"1659",2,"No",205100,4,21.25,"Yes"
"1660",2,"No",799000,4,32.75,"No"
"1661",1,"No",178500,4,34.25,"No"
"1662",2,"No",105000,5,24.2,"No"
"1663",2,"No",251400,4,23.75,"No"
"1664",1,"No",106000,3,32.3333333333333,"No"
"1665",1,"No",209000,5,32.2,"No"
"1666",2,"No",63050,4,24.75,"No"
"1667",1,"Yes",23680,3,24.3333333333333,"Yes"
"1668",2,"No",698520,4,31.25,"No"
"1669",1,"No",25000,3,35,"No"
"1670",3,"No",275000,5,17.6,"No"
"1671",2,"No",1e+05,3,25.3333333333333,"No"
"1672",2,"No",37200,3,24.6666666666667,"No"
"1673",2,"No",155200,4,28.75,"No"
"1674",2,"No",125500,3,23.6666666666667,"No"
"1675",2,"No",114000,4,18.75,"No"
"1676",3,"Yes",34000,5,18.2,"No"
"1677",1,"No",140000,5,30,"No"
"1678",1,"No",321220,4,36.75,"No"
"1679",3,"No",90000,5,23.2,"No"
"1680",1,"No",376000,3,25,"No"
"1681",2,"No",34500,4,23.25,"No"
"1682",1,"No",175000,3,22.6666666666667,"Yes"
"1683",2,"No",199600,4,23.5,"No"
"1684",3,"No",146000,6,24.6666666666667,"Yes"
"1685",1,"No",21400,2,9.5,"No"
"1686",1,"No",80500,4,22.25,"No"
"1687",2,"No",145000,4,20.5,"No"
"1688",2,"No",567000,4,23.75,"No"
"1689",3,"Yes",31000,4,13,"No"
"1690",1,"No",54000,3,37.6666666666667,"No"
"1691",3,"No",80000,5,16.6,"No"
"1692",2,"No",48400,5,31.4,"No"
"1693",1,"No",173500,4,41.5,"No"
"1694",2,"Yes",50300,7,22.2857142857143,"Yes"
"1695",1,"No",85000,4,24.75,"No"
"1696",1,"No",45800,4,30,"No"
"1697",2,"No",133700,6,24,"No"
"1698",1,"No",80000,3,21.3333333333333,"No"
"1699",2,"No",86200,3,23.6666666666667,"No"
"1700",1,"No",64800,3,39.6666666666667,"No"
"1701",3,"No",203000,5,16.8,"Yes"
"1702",1,"No",677300,3,35.3333333333333,"No"
"1703",2,"No",62000,4,19.5,"Yes"
"1704",2,"No",240000,4,31.25,"No"
"1705",2,"Yes",21800,3,18.3333333333333,"No"
"1706",3,"No",187000,5,22.4,"No"
"1707",2,"No",143000,4,21.25,"No"
"1708",2,"No",566000,3,18.6666666666667,"No"
"1709",2,"No",56290,4,33,"No"
"1710",2,"Yes",25500,5,42.4,"No"
"1711",2,"No",33000,4,31.25,"No"
"1712",2,"No",160000,5,34.2,"No"
"1713",1,"No",85800,3,24,"No"
"1714",1,"Yes",66000,3,33.3333333333333,"No"
"1715",1,"No",95750,4,30.25,"No"
"1716",4,"Yes",17000,6,15.5,"No"
"1717",1,"No",106000,3,32.3333333333333,"No"
"1718",1,"No",181000,5,33.6,"No"
"1719",1,"Yes",10300,3,32.3333333333333,"No"
"1720",1,"No",43700,2,30.5,"No"
"1721",1,"No",134000,3,38.6666666666667,"No"
"1722",3,"No",103000,5,16.8,"No"
"1723",1,"No",183000,3,31,"No"
"1724",2,"No",86300,6,24.3333333333333,"No"
"1725",1,"No",87000,3,25.6666666666667,"No"
"1726",1,"No",102000,3,24.3333333333333,"Yes"
"1727",2,"No",70400,3,23.3333333333333,"No"
"1728",1,"No",255000,3,21.3333333333333,"No"
"1729",2,"No",640500,4,20.75,"No"
"1730",2,"No",132000,4,21.5,"No"
"1731",2,"No",4e+05,4,23.5,"No"
"1732",1,"No",170000,3,25,"No"
"1733",1,"No",240500,5,30.6,"No"
"1734",3,"No",108000,5,21.4,"No"
"1735",1,"No",130000,3,24.6666666666667,"No"
"1736",1,"No",147000,3,22.3333333333333,"No"
"1737",1,"Yes",123950,4,36.75,"Yes"
"1738",1,"No",264000,3,42.6666666666667,"No"
"1739",1,"No",223000,3,23,"No"
"1740",2,"No",146600,4,26,"No"
"1741",2,"No",148000,4,24.75,"No"
"1742",2,"No",175000,4,23.5,"No"
"1743",1,"No",76000,3,20,"Yes"
"1744",1,"No",22800,2,29.5,"No"
"1745",1,"No",600,2,29,"No"
"1746",2,"Yes",46800,4,17.25,"No"
"1747",2,"No",597210,4,33.75,"No"
"1748",1,"Yes",59600,3,25.3333333333333,"No"
"1749",1,"No",69000,2,34,"No"
"1750",2,"No",115000,4,22,"No"
"1751",2,"No",190200,4,19.75,"No"
"1752",2,"No",140800,8,41,"No"
"1753",1,"No",103000,3,25,"No"
"1754",1,"No",222300,5,39.6,"No"
"1755",2,"No",417000,6,43.8333333333333,"No"
"1756",2,"No",90000,4,28.5,"No"
"1757",1,"No",447000,3,48.3333333333333,"No"
"1758",1,"No",224600,5,34.2,"No"
"1759",2,"No",323500,4,31,"No"
"1760",2,"No",170500,5,25.6,"No"
"1761",2,"Yes",3370,3,10.6666666666667,"Yes"
"1762",1,"No",163100,4,28.75,"No"
"1763",3,"No",190000,5,19.2,"No"
"1764",2,"Yes",57000,4,20.5,"No"
"1765",3,"Yes",48500,6,18.5,"No"
"1766",1,"No",382700,4,37.25,"No"
"1767",2,"No",1e+05,4,16.5,"No"
"1768",3,"No",214600,8,25.5,"Yes"
"1769",3,"No",88400,5,17.8,"No"
"1770",1,"No",1e+05,3,38.6666666666667,"No"
"1771",3,"Yes",49220,5,22.4,"No"
"1772",2,"No",631000,4,28,"No"
"1773",3,"No",142450,6,27.3333333333333,"No"
"1774",2,"No",160000,4,28,"No"
"1775",2,"No",101000,3,26,"No"
"1776",1,"No",150500,3,27.6666666666667,"No"
"1777",1,"No",186200,4,31.5,"No"
"1778",1,"No",64000,3,22,"No"
"1779",3,"No",34200,4,18.5,"No"
"1780",2,"No",583000,4,28.25,"No"
"1781",1,"No",180000,3,27,"No"
"1782",1,"Yes",31800,3,22.3333333333333,"No"
"1783",1,"No",27000,3,21.3333333333333,"No"
"1784",3,"Yes",17500,4,26.75,"No"
"1785",3,"No",43700,5,24,"No"
"1786",1,"No",133660,4,48,"No"
"1787",1,"No",120000,3,37.3333333333333,"No"
"1788",2,"No",260000,4,26.25,"No"
"1789",1,"No",362600,4,35.5,"No"
"1790",1,"No",40000,3,26.6666666666667,"No"
"1791",3,"No",22000,4,18.25,"No"
"1792",2,"No",210000,4,27,"No"
"1793",1,"No",135000,3,26,"No"
"1794",1,"No",83350,3,38,"No"
"1795",2,"Yes",33900,5,29.2,"No"
"1796",2,"No",90000,4,30.25,"No"
"1797",2,"Yes",82700,6,32.6666666666667,"No"
"1798",2,"No",104750,4,36.75,"No"
"1799",2,"Yes",1800,3,19,"No"
"1800",3,"No",671000,5,25.6,"No"
"1801",2,"No",125200,4,23.75,"Yes"
"1802",1,"No",80000,3,44.3333333333333,"No"
"1803",2,"No",40800,4,22,"No"
"1804",1,"No",112000,3,22.3333333333333,"No"
"1805",1,"No",568000,3,42,"No"
"1806",3,"No",140350,5,19,"No"
"1807",1,"No",170000,5,33.6,"No"
"1808",2,"No",32400,3,18,"No"
"1809",2,"No",167400,4,20.25,"No"
"1810",2,"No",370200,6,36.3333333333333,"No"
"1811",1,"No",38130,3,45,"No"
"1812",2,"No",70000,4,25.5,"No"
"1813",2,"Yes",94000,5,38.2,"No"
"1814",1,"No",15000,3,35,"No"
"1815",1,"Yes",28000,3,19.3333333333333,"No"
"1816",3,"No",122600,6,22.5,"No"
"1817",1,"No",118650,3,32.6666666666667,"No"
"1818",1,"No",121000,3,39.6666666666667,"No"
"1819",1,"No",50000,4,26.25,"No"
"1820",1,"No",1e+05,3,39.6666666666667,"No"
"1821",2,"No",79000,5,31.6,"No"
"1822",6,"Yes",129400,10,21.5,"No"
"1823",2,"No",162000,4,30.25,"No"
"1824",2,"No",126400,4,22.75,"No"
"1825",1,"No",272000,3,23.3333333333333,"No"
"1826",1,"No",164500,3,45,"No"
"1827",1,"No",142000,3,25.6666666666667,"No"
"1828",1,"Yes",17100,2,38.5,"No"
"1829",1,"No",140000,3,32.6666666666667,"No"
"1830",2,"No",89000,4,32.75,"No"
"1831",2,"No",81500,4,13.25,"Yes"
"1832",1,"No",110000,3,24.3333333333333,"No"
"1833",2,"No",349000,4,25.75,"No"
"1834",1,"No",192000,5,30.6,"No"
"1835",1,"Yes",20800,3,33.6666666666667,"No"
"1836",3,"No",216200,5,27.4,"No"
"1837",3,"No",142000,5,23.6,"No"
"1838",1,"No",203000,5,37,"No"
"1839",2,"No",148010,6,43.5,"No"
"1840",2,"No",54600,4,31.75,"No"
"1841",1,"Yes",42000,2,32.5,"No"
"1842",2,"No",211000,4,19.75,"No"
"1843",1,"No",1e+05,3,22,"Yes"
"1844",2,"Yes",26000,3,22.3333333333333,"No"
"1845",1,"No",139500,3,40,"No"
"1846",1,"No",68000,5,31.6,"No"
"1847",2,"No",111000,5,18.8,"Yes"
"1848",2,"No",461000,4,29.5,"No"
"1849",3,"No",70000,5,17.2,"Yes"
"1850",2,"No",336000,4,20.25,"No"
"1851",1,"Yes",52200,4,33,"No"
"1852",2,"No",220000,4,29.75,"No"
"1853",2,"No",25000,4,21.25,"No"
"1854",1,"No",250000,3,21.6666666666667,"No"
"1855",1,"No",110000,3,17.6666666666667,"Yes"
"1856",1,"No",45000,2,20,"No"
"1857",1,"No",686000,3,30.6666666666667,"No"
"1858",2,"No",160000,4,22.5,"No"
"1859",4,"No",906000,6,16.3333333333333,"Yes"
"1860",1,"No",83350,4,46.75,"No"
"1861",2,"Yes",68900,5,23.2,"No"
"1862",1,"No",65000,3,34,"No"
"1863",1,"No",24800,3,17,"No"
"1864",1,"No",601800,3,38.3333333333333,"No"
"1865",2,"No",136000,5,30.4,"No"
"1866",1,"No",300600,3,40,"No"
"1867",3,"No",32300,4,24.5,"No"
"1868",3,"No",161300,5,23.8,"No"
"1869",1,"No",42000,3,25.3333333333333,"No"
"1870",2,"No",34000,4,24.75,"No"
"1871",2,"No",126000,4,17,"Yes"
"1872",4,"No",34050,6,24,"No"
"1873",1,"No",182200,4,33.25,"No"
"1874",1,"No",121600,3,31.3333333333333,"No"
"1875",2,"No",190200,4,30.75,"No"
"1876",2,"No",117900,5,28,"No"
"1877",2,"No",25600,4,30.5,"No"
"1878",1,"No",120000,3,24.3333333333333,"No"
"1879",2,"No",180000,4,23.75,"No"
"1880",2,"No",92400,5,31.2,"No"
"1881",2,"No",185000,4,26.75,"No"
"1882",2,"No",1e+05,4,17.75,"No"
"1883",2,"No",254000,5,30.8,"No"
"1884",1,"No",210200,3,39.3333333333333,"No"
"1885",1,"No",57800,2,14.5,"No"
"1886",1,"No",64000,3,32,"No"
"1887",1,"No",49000,3,21.3333333333333,"Yes"
"1888",2,"No",45000,3,25.6666666666667,"No"
"1889",2,"No",160000,4,28.25,"No"
"1890",1,"No",94900,4,31.25,"No"
"1891",1,"No",162000,3,21.3333333333333,"Yes"
"1892",2,"No",60000,4,21,"No"
"1893",1,"No",129010,3,29.3333333333333,"No"
"1894",2,"No",38000,4,26.75,"No"
"1895",3,"No",70000,5,13.6,"No"
"1896",2,"No",85000,4,28.5,"No"
"1897",1,"Yes",0,3,29,"Yes"
"1898",2,"No",17000,4,29.75,"No"
"1899",1,"No",84200,2,17,"No"
"1900",1,"No",25000,2,18,"No"
"1901",1,"No",149000,3,35,"No"
"1902",2,"No",346000,4,21,"No"
"1903",3,"Yes",28000,5,17.8,"No"
"1904",3,"No",133000,5,19.2,"No"
"1905",3,"No",76000,5,24.4,"No"
"1906",2,"Yes",13600,3,20.6666666666667,"No"
"1907",3,"No",40000,5,20.2,"No"
"1908",1,"No",72700,6,31.1666666666667,"No"
"1909",2,"No",212650,5,29.2,"No"
"1910",1,"No",67000,4,44.25,"No"
"1911",1,"No",98000,5,32.6,"No"
"1912",2,"No",54300,4,25.25,"No"
"1913",1,"No",102000,3,37,"No"
"1914",2,"No",272000,4,29,"No"
"1915",3,"No",49800,5,27.4,"No"
"1916",2,"No",50000,4,16.5,"No"
"1917",2,"No",145000,4,22.25,"No"
"1918",2,"No",167000,4,19.25,"Yes"
"1919",1,"No",372000,3,46.6666666666667,"No"
"1920",1,"Yes",72900,4,25.5,"No"
"1921",3,"No",185000,5,19.4,"No"
"1922",2,"Yes",16000,4,23.75,"No"
"1923",1,"No",164400,3,25,"No"
"1924",1,"Yes",175000,5,42.6,"No"
"1925",2,"Yes",32300,4,22.75,"No"
"1926",2,"No",211000,4,27.25,"No"
"1927",3,"No",2e+05,5,23.8,"No"
"1928",1,"No",32000,2,33,"No"
"1929",1,"Yes",59000,3,17.6666666666667,"Yes"
"1930",2,"Yes",73400,4,17,"No"
"1931",1,"No",92910,3,42.3333333333333,"No"
"1932",2,"Yes",220000,5,30.6,"No"
"1933",3,"No",248400,5,26.2,"No"
"1934",1,"No",205000,3,21.3333333333333,"Yes"
"1935",1,"No",6000,3,27,"No"
"1936",2,"No",379000,4,30.5,"No"
"1937",3,"No",575000,5,19.4,"No"
"1938",3,"No",187000,5,19.2,"No"
"1939",2,"No",188000,4,21.5,"No"
"1940",1,"No",204000,3,26.6666666666667,"No"
"1941",1,"No",141000,3,46,"No"
"1942",3,"No",140000,5,18.2,"No"
"1943",2,"Yes",39000,4,30,"No"
"1944",3,"No",88120,5,26.8,"No"
"1945",2,"Yes",6000,3,11,"No"
"1946",1,"No",10200,2,27,"No"
"1947",3,"No",187500,5,25.8,"No"
"1948",1,"No",192000,3,24.3333333333333,"No"
"1949",1,"No",246600,3,35,"No"
"1950",1,"No",25000,2,16.5,"No"
"1951",1,"No",89000,3,21.3333333333333,"Yes"
"1952",4,"No",100900,6,21.1666666666667,"No"
"1953",1,"No",134700,5,31.4,"No"
"1954",1,"No",208850,3,28,"No"
"1955",2,"No",98500,5,35.6,"No"
"1956",1,"No",201000,3,24.3333333333333,"No"
"1957",1,"No",85900,3,39.6666666666667,"No"
"1958",1,"No",88900,4,25.25,"No"
"1959",1,"No",109000,2,32.5,"No"
"1960",3,"No",127000,5,28.4,"No"
"1961",4,"No",1e+05,6,14.6666666666667,"Yes"
"1962",2,"No",93900,5,33.8,"No"
"1963",1,"No",121200,7,29.7142857142857,"No"
"1964",1,"No",250000,3,24,"No"
"1965",1,"No",25000,2,27.5,"No"
"1966",2,"No",2e+05,4,29.5,"No"
"1967",1,"No",74000,3,39,"No"
"1968",2,"No",185000,4,19.75,"No"
"1969",2,"No",93600,6,22,"No"
"1970",1,"No",84000,3,20.3333333333333,"No"
"1971",3,"No",132000,4,22.75,"No"
"1972",1,"No",72000,3,33,"No"
"1973",2,"Yes",30000,3,14,"Yes"
"1974",2,"No",318400,4,31.75,"No"
"1975",1,"No",144000,3,22.3333333333333,"Yes"
"1976",2,"Yes",67900,5,21.8,"No"
"1977",3,"No",65400,5,31,"No"
"1978",2,"Yes",89600,6,26.3333333333333,"Yes"
"1979",2,"No",385200,4,20,"Yes"
"1980",1,"No",145000,3,23,"No"
"1981",1,"No",35200,4,24.5,"No"
"1982",1,"Yes",35500,2,20,"No"
"1983",2,"No",159000,4,23,"No"
"1984",3,"No",211000,5,30,"No"
"1985",3,"No",681200,5,27,"No"
"1986",2,"No",305000,4,21.25,"No"
"1987",3,"No",238000,5,15.4,"No"
"1988",2,"No",30000,4,15,"No"
"1989",1,"No",72900,5,45.2,"No"
"1990",3,"No",1e+05,5,21.2,"No"
"1991",2,"Yes",38000,4,19.5,"No"
"1992",3,"No",145600,7,29.4285714285714,"No"
"1993",1,"No",73000,3,23.3333333333333,"No"
"1994",2,"No",92500,5,30.4,"No"
"1995",2,"No",105200,4,23.25,"No"
"1996",2,"No",178000,4,19.5,"No"
"1997",2,"No",169000,4,27.25,"No"
"1998",2,"No",176000,4,32,"No"
"1999",3,"No",580000,6,15.8333333333333,"Yes"
"2000",2,"Yes",40800,3,21.6666666666667,"No"
"2001",2,"No",515000,4,22.75,"No"
"2002",4,"No",206600,6,16.5,"No"
"2003",1,"No",49100,3,18.6666666666667,"No"
"2004",1,"No",123000,3,26,"No"
"2005",2,"No",128000,4,20.5,"No"
"2006",1,"No",420000,3,38.3333333333333,"No"
"2007",2,"No",150000,4,24.5,"No"
"2008",1,"Yes",9200,4,33.25,"No"
"2009",1,"No",50100,3,19.6666666666667,"Yes"
"2010",3,"No",240000,5,15.4,"No"
"2011",1,"No",35000,2,26.5,"No"
"2012",2,"No",292000,4,20.25,"No"
"2013",2,"No",70000,4,15,"Yes"
"2014",1,"No",243100,3,22.3333333333333,"Yes"
"2015",1,"No",120000,3,19.3333333333333,"No"
"2016",1,"No",130000,3,25,"No"
"2017",2,"No",137000,4,29.5,"No"
"2018",1,"Yes",40400,2,11.5,"No"
"2019",1,"No",342000,3,36,"No"
"2020",2,"No",75000,4,16.5,"No"
"2021",2,"No",123100,4,30.75,"No"
"2022",2,"No",110600,4,26.25,"No"
"2023",1,"No",210800,3,23.3333333333333,"No"
"2024",2,"No",150000,4,27,"No"
"2025",4,"No",298400,6,21.3333333333333,"No"
"2026",1,"Yes",46700,3,25,"No"
"2027",1,"No",1e+05,2,27,"No"
"2028",2,"No",1e+05,4,20.25,"No"
"2029",5,"No",97900,8,14.5,"No"
"2030",1,"No",42000,3,20.6666666666667,"No"
"2031",1,"No",444000,3,29,"No"
"2032",1,"No",82000,3,28.6666666666667,"No"
"2033",2,"No",280150,5,28.8,"No"
"2034",1,"No",266700,4,29.75,"No"
"2035",2,"No",125100,6,14.8333333333333,"No"
"2036",2,"No",112000,4,18,"No"
"2037",1,"Yes",43500,2,35,"No"
"2038",3,"Yes",47820,7,31.8571428571429,"No"
"2039",3,"No",208400,5,22.6,"No"
"2040",2,"No",120000,4,33.75,"No"
"2041",4,"No",126000,6,14.3333333333333,"No"
"2042",1,"No",120000,3,20.3333333333333,"No"
"2043",2,"No",180000,4,25,"No"
"2044",2,"No",227000,4,26.75,"No"
"2045",3,"No",105000,5,17.8,"No"
"2046",3,"No",132000,5,20.2,"Yes"
"2047",1,"No",172300,5,44.4,"No"
"2048",1,"No",156000,4,26.25,"Yes"
"2049",2,"Yes",19300,3,17,"No"
"2050",1,"No",1e+05,2,33.5,"No"
"2051",2,"No",310500,4,18.25,"Yes"
"2052",2,"No",177000,4,30.75,"No"
"2053",2,"No",133000,4,31,"No"
"2054",2,"No",174100,4,24.5,"No"
"2055",1,"Yes",42000,3,27,"No"
"2056",2,"No",97000,4,23.75,"No"
"2057",1,"No",89000,5,40.4,"No"
"2058",2,"No",105000,4,21,"No"
"2059",2,"No",102000,4,24.75,"No"
"2060",2,"No",177000,4,27.75,"No"
"2061",2,"Yes",13900,3,11,"No"
"2062",2,"No",24000,3,25.3333333333333,"No"
"2063",2,"No",246000,4,30.5,"No"
"2064",1,"No",60000,3,18.3333333333333,"Yes"
"2065",2,"No",275000,4,28.75,"No"
"2066",2,"No",217000,4,28,"No"
"2067",1,"No",176000,3,20.6666666666667,"No"
"2068",2,"No",133000,5,25.8,"No"
"2069",3,"No",381000,5,27.6,"No"
"2070",2,"No",78000,4,21,"No"
"2071",1,"No",205040,3,26,"Yes"
"2072",2,"No",101000,4,19.75,"Yes"
"2073",2,"No",64200,4,36.75,"No"
"2074",3,"Yes",17100,4,15.25,"No"
"2075",2,"Yes",28800,4,23.25,"No"
"2076",2,"No",105000,4,25.5,"No"
"2077",1,"No",81300,3,38.6666666666667,"No"
"2078",1,"No",60600,3,23.6666666666667,"No"
"2079",1,"No",117800,3,40,"No"
"2080",2,"Yes",500,3,16.6666666666667,"No"
"2081",3,"No",284000,5,27,"No"
"2082",1,"No",1e+05,4,32.75,"No"
"2083",2,"No",156000,4,24,"Yes"
"2084",3,"No",210160,5,26.4,"No"
"2085",2,"No",125000,4,15.25,"No"
"2086",3,"No",205000,5,22.4,"No"
"2087",1,"No",145000,3,20.6666666666667,"Yes"
"2088",3,"No",330000,5,25.2,"No"
"2089",2,"No",133600,4,28.75,"No"
"2090",1,"No",79000,2,28,"No"
"2091",4,"No",71000,6,13.5,"Yes"
"2092",1,"No",178000,4,35,"No"
"2093",1,"No",72000,2,21.5,"No"
"2094",2,"No",106000,4,22,"No"
"2095",2,"No",89600,4,16.75,"No"
"2096",2,"No",143000,4,26.75,"No"
"2097",3,"No",90100,4,22.25,"No"
"2098",1,"No",33000,3,21.6666666666667,"Yes"
"2099",3,"Yes",28760,6,32.8333333333333,"Yes"
"2100",1,"No",33000,4,26.5,"No"
"2101",1,"No",77600,3,31.3333333333333,"No"
"2102",3,"No",197300,6,25.5,"No"
"2103",2,"No",160000,4,26.75,"No"
"2104",2,"No",98000,4,23.75,"No"
"2105",1,"No",910000,3,22,"No"
"2106",2,"No",140000,4,20.25,"No"
"2107",2,"No",254000,4,26,"No"
"2108",1,"No",130000,2,19.5,"No"
"2109",3,"Yes",168980,6,34.8333333333333,"No"
"2110",1,"No",120000,3,21,"No"
"2111",2,"No",474000,4,31.25,"No"
"2112",2,"No",115500,4,28.5,"Yes"
"2113",2,"No",142300,4,28.75,"No"
"2114",2,"No",126000,4,33.75,"No"
"2115",2,"No",1e+05,4,31.75,"No"
"2116",2,"No",7700,4,34.5,"No"
"2117",3,"Yes",5000,5,10.8,"No"
"2118",1,"No",140200,6,32,"No"
"2119",2,"No",418400,4,26.25,"No"
"2120",1,"Yes",14000,2,14,"No"
"2121",1,"No",111900,4,32,"No"
"2122",3,"No",410000,5,17.8,"Yes"
"2123",1,"No",110000,3,35,"No"
"2124",3,"No",428500,5,19.4,"No"
"2125",2,"No",59200,4,13.5,"Yes"
"2126",1,"No",114310,3,32.6666666666667,"No"
"2127",1,"Yes",64600,3,32.6666666666667,"No"
"2128",2,"No",28000,4,23.25,"No"
"2129",2,"No",305000,4,28.25,"No"
"2130",2,"No",145000,4,26.5,"No"
"2131",2,"No",462000,4,33.75,"No"
"2132",1,"No",54130,2,13,"No"
"2133",2,"No",220000,4,25,"No"
"2134",1,"No",40000,3,33,"No"
"2135",2,"No",247500,4,20.75,"No"
"2136",2,"No",164000,4,19.75,"No"
"2137",1,"No",332540,3,39.3333333333333,"No"
"2138",4,"No",96000,6,18.5,"No"
"2139",2,"No",240000,4,30,"No"
"2140",1,"Yes",106560,4,48.25,"No"
"2141",1,"No",161100,3,42,"No"
"2142",1,"No",84600,4,29,"No"
"2143",1,"No",67400,6,34.8333333333333,"No"
"2144",2,"No",88100,4,31,"No"
"2145",2,"No",3e+05,4,19.5,"Yes"
"2146",1,"No",199910,9,36.1111111111111,"No"
"2147",2,"No",84000,4,26,"No"
"2148",3,"No",70000,5,18,"No"
"2149",3,"No",120000,5,25.4,"No"
"2150",1,"No",5000,2,32.5,"No"
"2151",3,"No",88200,7,33.5714285714286,"No"
"2152",2,"Yes",43000,4,14.25,"No"
"2153",1,"No",153100,4,43.25,"No"
"2154",1,"No",160000,3,24.6666666666667,"Yes"
"2155",2,"No",113000,4,21.5,"No"
"2156",1,"Yes",35700,4,30.5,"No"
"2157",1,"No",110000,2,28,"No"
"2158",2,"No",126300,5,28.8,"No"
"2159",1,"No",227500,4,34,"No"
"2160",3,"No",1e+05,5,26.6,"No"
"2161",1,"No",96000,3,18.6666666666667,"Yes"
"2162",2,"Yes",22000,4,18.75,"No"
"2163",1,"No",48000,3,38.6666666666667,"No"
"2164",2,"No",114000,4,28.25,"No"
"2165",1,"Yes",58000,4,36.75,"No"
"2166",2,"Yes",87800,4,33.75,"No"
"2167",1,"No",50000,3,26.3333333333333,"No"
"2168",1,"No",229000,3,22.3333333333333,"Yes"
