"","KIDS","SNAP","FINC","NPL","AGE","FERH"
"5440",2,"No",108300,4,33,"No"
"5441",2,"No",103200,4,19.5,"No"
"5442",1,"No",162800,6,39.6666666666667,"No"
"5443",2,"No",237000,4,32,"No"
"5444",2,"Yes",42300,4,32.75,"No"
"5445",3,"Yes",0,4,4.25,"No"
"5446",2,"No",61000,3,19,"No"
"5447",2,"No",46500,5,29,"No"
"5448",2,"No",204000,4,31.5,"No"
"5449",1,"No",94900,3,24,"No"
"5450",1,"Yes",17600,3,27,"Yes"
"5451",1,"No",74000,2,21,"No"
"5452",2,"No",153000,4,29.5,"No"
"5453",2,"No",210000,4,34,"No"
"5454",2,"No",50000,3,20,"No"
"5455",1,"No",270290,3,37.3333333333333,"No"
"5456",2,"No",180000,4,24,"No"
"5457",1,"No",36300,3,24.6666666666667,"No"
"5458",1,"No",150000,3,23.6666666666667,"Yes"
"5459",2,"No",115010,4,31.25,"No"
"5460",1,"No",101400,3,22.6666666666667,"No"
"5461",2,"No",114000,4,24.25,"No"
"5462",2,"Yes",41200,3,22,"No"
"5463",1,"No",106000,3,36,"No"
"5464",1,"No",89600,4,29.75,"No"
"5465",1,"No",48000,2,41.5,"No"
"5466",1,"No",141800,3,38.3333333333333,"No"
"5467",2,"No",265530,4,30,"No"
"5468",2,"No",110000,5,21.2,"No"
"5469",1,"No",160250,3,36.6666666666667,"No"
"5470",2,"Yes",18000,4,20.75,"No"
"5471",1,"No",350000,3,28.3333333333333,"No"
"5472",2,"No",580900,6,29.3333333333333,"No"
"5473",1,"No",1e+05,4,32.25,"No"
"5474",1,"No",114500,3,33.6666666666667,"No"
"5475",1,"No",56000,4,27.5,"No"
"5476",1,"No",96500,4,33.25,"No"
"5477",3,"No",502000,5,20.6,"No"
"5478",2,"No",25000,4,23,"No"
"5479",2,"No",387000,4,23.75,"No"
"5480",1,"No",78000,4,32.75,"No"
"5481",4,"Yes",20600,6,12,"Yes"
"5482",1,"No",16200,3,24.6666666666667,"No"
"5483",1,"No",199480,3,22.6666666666667,"No"
"5484",2,"Yes",71000,4,19.5,"No"
"5485",1,"No",180000,3,37.6666666666667,"No"
"5486",1,"No",60400,3,30.6666666666667,"No"
"5487",1,"No",156000,3,28.3333333333333,"No"
"5488",1,"No",89000,3,32.3333333333333,"No"
"5489",2,"No",40000,4,17,"No"
"5490",2,"No",200860,4,25,"No"
"5491",2,"Yes",23000,3,16.6666666666667,"No"
"5492",1,"No",75000,3,18.6666666666667,"No"
"5493",1,"No",123500,3,35,"No"
"5494",2,"No",602800,5,28.8,"No"
"5495",1,"No",115000,3,33.3333333333333,"No"
"5496",1,"No",131900,4,34.5,"No"
"5497",3,"No",130000,5,29.2,"No"
"5498",2,"No",673500,4,35.25,"No"
"5499",2,"No",576000,4,26.5,"No"
"5500",1,"No",414000,3,31,"No"
"5501",6,"No",79800,8,22.75,"No"
"5502",3,"Yes",92600,6,38.1666666666667,"No"
"5503",4,"No",160000,5,16.4,"No"
"5504",2,"No",48000,4,14.5,"No"
"5505",3,"Yes",3000,4,15,"No"
"5506",3,"No",143600,7,26.7142857142857,"Yes"
"5507",1,"No",74000,2,19,"No"
"5508",1,"No",283400,3,27.3333333333333,"No"
"5509",2,"No",160000,4,29.75,"No"
"5510",3,"No",566000,5,24.6,"No"
"5511",1,"No",2e+05,3,34.6666666666667,"No"
"5512",2,"No",168500,4,22.75,"No"
"5513",1,"No",290920,3,25.6666666666667,"Yes"
"5514",2,"No",226990,5,45.2,"No"
"5515",1,"No",138000,3,27.6666666666667,"No"
"5516",2,"No",159000,5,30,"No"
"5517",2,"No",170000,4,22.25,"No"
"5518",2,"Yes",31900,4,29.5,"No"
"5519",2,"No",385000,6,35.6666666666667,"No"
"5520",4,"No",78500,6,16.3333333333333,"No"
"5521",2,"No",170000,4,29,"No"
"5522",2,"No",666020,4,26.25,"No"
"5523",3,"No",60000,5,15.6,"No"
"5524",2,"No",135000,4,26.5,"No"
"5525",1,"No",113080,3,37.6666666666667,"No"
"5526",2,"Yes",8150,5,30.2,"No"
"5527",2,"No",416000,4,21,"No"
"5528",1,"Yes",96600,4,40.5,"No"
"5529",1,"No",37400,2,18,"No"
"5530",1,"No",78000,2,29.5,"No"
"5531",1,"No",51300,3,39.6666666666667,"No"
"5532",1,"No",19600,4,35.75,"No"
"5533",1,"No",210000,3,36,"No"
"5534",1,"No",148000,3,36,"No"
"5535",2,"No",68500,5,35.2,"No"
"5536",2,"No",150000,4,25.75,"No"
"5537",1,"No",20000,3,26.3333333333333,"No"
"5538",2,"No",189540,7,29,"No"
"5539",2,"No",78000,4,29.5,"No"
"5540",2,"No",112000,4,19.5,"Yes"
"5541",1,"No",177000,4,35,"No"
"5542",2,"No",22600,4,19,"No"
"5543",2,"No",122000,7,20.4285714285714,"No"
"5544",3,"No",81000,5,19.6,"No"
"5545",1,"No",264000,5,32.4,"No"
"5546",1,"No",175000,4,35.25,"No"
"5547",2,"Yes",12300,4,25.75,"No"
"5548",3,"No",243000,4,16.5,"No"
"5549",1,"No",61000,3,43.3333333333333,"No"
"5550",2,"No",116200,4,27.5,"No"
"5551",2,"No",70000,4,28.25,"No"
"5552",3,"Yes",10100,7,18.7142857142857,"No"
"5553",2,"Yes",9600,3,13.6666666666667,"No"
"5554",2,"Yes",49800,4,15.75,"No"
"5555",2,"Yes",26400,4,25,"No"
"5556",2,"No",104000,4,26.25,"No"
"5557",2,"No",155000,4,28.5,"No"
"5558",1,"No",44800,3,30,"Yes"
"5559",1,"No",58000,3,33.3333333333333,"No"
"5560",2,"No",133600,6,31.5,"No"
"5561",2,"No",55000,4,14.5,"No"
"5562",2,"Yes",17450,3,12,"No"
"5563",1,"No",81400,3,26,"No"
"5564",1,"No",78000,2,25,"No"
"5565",2,"No",145000,4,27.5,"No"
"5566",3,"No",23000,4,13,"No"
"5567",2,"No",105000,4,26.75,"No"
"5568",1,"No",232100,5,32.6,"No"
"5569",1,"No",194800,3,41.6666666666667,"No"
"5570",2,"No",215000,4,18.75,"Yes"
"5571",2,"No",193510,4,20,"No"
"5572",2,"No",64000,3,21,"No"
"5573",1,"Yes",7660,4,24.5,"No"
"5574",3,"No",137330,5,25,"No"
"5575",2,"Yes",119000,4,25,"No"
"5576",3,"No",170000,5,25.2,"No"
"5577",1,"No",123000,3,42.3333333333333,"No"
"5578",1,"No",205000,3,23.3333333333333,"Yes"
"5579",1,"No",37000,3,22.6666666666667,"No"
"5580",1,"No",60000,2,33.5,"No"
"5581",3,"No",176000,5,26.8,"No"
"5582",2,"Yes",20000,4,32.25,"No"
"5583",4,"Yes",32400,6,22,"No"
"5584",2,"No",265000,4,25,"No"
"5585",1,"No",80000,3,39.3333333333333,"No"
"5586",2,"No",294000,4,27,"No"
"5587",2,"No",165000,4,19.75,"No"
"5588",4,"No",175500,6,24.3333333333333,"No"
"5589",1,"No",67100,4,32.75,"No"
"5590",2,"No",220000,4,28.5,"No"
"5591",2,"Yes",18700,4,27.75,"No"
"5592",1,"Yes",78400,3,26,"No"
"5593",2,"No",235700,5,31.2,"No"
"5594",2,"No",80400,6,29.6666666666667,"No"
"5595",2,"No",1701000,4,29.75,"No"
"5596",2,"No",140000,4,32.5,"No"
"5597",4,"Yes",20300,6,16,"No"
"5598",2,"No",95500,4,17.5,"No"
"5599",2,"No",54300,5,24,"No"
"5600",1,"No",48000,2,16,"No"
"5601",1,"Yes",15670,2,19.5,"No"
"5602",2,"No",631000,4,31.25,"No"
"5603",1,"No",322800,5,29.8,"No"
"5604",2,"No",148000,4,21.75,"No"
"5605",3,"No",25000,5,21.4,"No"
"5606",2,"No",371600,4,34,"No"
"5607",3,"No",151000,5,17.6,"No"
"5608",1,"No",188000,4,33.5,"No"
"5609",3,"No",67000,5,14.6,"No"
"5610",2,"No",134200,6,43.8333333333333,"No"
"5611",3,"No",175110,9,27.2222222222222,"No"
"5612",1,"No",209000,3,22,"No"
"5613",1,"No",35000,2,35,"No"
"5614",2,"No",250000,4,20.5,"Yes"
"5615",3,"No",119000,5,19.4,"No"
"5616",1,"No",10000,2,16.5,"No"
"5617",2,"No",34700,4,25.5,"No"
"5618",1,"No",60000,4,37.25,"No"
"5619",1,"No",98400,3,37,"No"
"5620",4,"No",66950,6,26.3333333333333,"No"
"5621",2,"No",209400,4,27.75,"No"
"5622",1,"No",44000,3,22,"No"
"5623",2,"No",75000,3,25.6666666666667,"No"
"5624",2,"No",135030,3,18.3333333333333,"No"
"5625",2,"No",270100,4,24,"No"
"5626",2,"No",96400,3,27,"No"
"5627",1,"No",37000,3,33.6666666666667,"No"
"5628",2,"No",155000,4,28.25,"No"
"5629",2,"No",194000,4,28.75,"No"
"5630",2,"No",376000,4,25,"No"
"5631",2,"No",108300,3,21.3333333333333,"No"
"5632",2,"No",149000,4,26.75,"No"
"5633",2,"Yes",18600,4,16.5,"Yes"
"5634",7,"No",54800,10,15.6,"No"
"5635",1,"No",32000,3,42.6666666666667,"No"
"5636",1,"No",623010,3,35.6666666666667,"No"
"5637",2,"No",11000,4,25.75,"No"
"5638",3,"No",159000,5,24.6,"No"
"5639",2,"No",59500,4,22,"No"
"5640",2,"No",50700,4,22,"No"
"5641",2,"No",100700,4,31.75,"No"
"5642",1,"Yes",64200,3,18.6666666666667,"Yes"
"5643",4,"Yes",9600,5,13,"No"
"5644",1,"No",150500,3,33,"No"
"5645",3,"No",174000,5,16,"No"
"5646",1,"No",74050,5,38.2,"No"
"5647",2,"No",99000,4,16.25,"No"
"5648",2,"No",68330,4,26.5,"No"
"5649",1,"No",30000,2,18,"No"
"5650",2,"No",11700,4,32.5,"No"
"5651",2,"No",72000,4,25.25,"No"
"5652",1,"No",114040,3,22,"No"
"5653",3,"No",97400,5,24.4,"No"
"5654",2,"No",72000,3,18.3333333333333,"No"
"5655",2,"No",4e+05,4,31.75,"No"
"5656",2,"No",97600,4,18.25,"No"
"5657",1,"No",58000,3,35.3333333333333,"No"
"5658",1,"No",138020,4,36.75,"No"
"5659",4,"No",576800,6,22,"No"
"5660",1,"No",135700,3,24.6666666666667,"No"
"5661",2,"No",209900,8,34.625,"No"
"5662",1,"No",156030,3,24.6666666666667,"Yes"
"5663",2,"No",566010,4,23.75,"No"
"5664",1,"No",127000,3,32.3333333333333,"No"
"5665",1,"No",76300,3,20,"No"
"5666",1,"No",46500,3,16.6666666666667,"No"
"5667",1,"No",250200,3,21.3333333333333,"Yes"
"5668",2,"No",320050,4,17.5,"No"
"5669",1,"No",157650,4,19,"No"
"5670",1,"Yes",35500,4,26.75,"Yes"
"5671",1,"No",181300,5,40.2,"No"
"5672",2,"Yes",14800,3,18.6666666666667,"No"
"5673",2,"No",142000,4,33.25,"No"
"5674",2,"Yes",3760,3,25.6666666666667,"No"
"5675",1,"No",27000,3,20.3333333333333,"No"
"5676",3,"No",133000,5,23.2,"No"
"5677",1,"No",210000,3,42,"No"
"5678",1,"No",74000,2,19.5,"No"
"5679",3,"No",80000,5,29,"No"
"5680",4,"No",155000,6,23.3333333333333,"No"
"5681",1,"No",306000,4,32.25,"No"
"5682",1,"No",63500,3,21,"No"
"5683",1,"No",95000,3,20.6666666666667,"No"
"5684",3,"No",331000,5,22,"No"
"5685",1,"No",47500,3,23,"No"
"5686",2,"No",120000,4,15.5,"No"
"5687",1,"No",566000,3,29.3333333333333,"No"
"5688",2,"Yes",20000,3,21,"No"
"5689",1,"No",338500,3,41,"No"
"5690",1,"No",571000,3,37.3333333333333,"No"
"5691",2,"No",213000,4,22.5,"No"
"5692",3,"No",110000,5,20.4,"No"
"5693",1,"No",264000,3,39.6666666666667,"No"
"5694",2,"No",79000,4,16.5,"No"
"5695",2,"No",568400,4,29,"No"
"5696",2,"No",1e+05,4,23,"No"
"5697",1,"No",60000,2,30,"No"
"5698",2,"No",98100,3,22,"No"
"5699",1,"No",140900,3,37.6666666666667,"No"
"5700",2,"No",195100,4,31,"No"
"5701",2,"No",88000,4,16.75,"No"
"5702",1,"No",19500,2,24,"No"
"5703",3,"No",108000,5,20,"No"
"5704",2,"No",617600,4,33.5,"No"
"5705",3,"Yes",47500,7,24,"No"
"5706",2,"Yes",5000,3,13,"Yes"
"5707",1,"No",307000,3,42,"No"
"5708",2,"No",187000,4,32,"No"
"5709",2,"No",63000,4,15.75,"Yes"
"5710",1,"No",153000,3,20,"No"
"5711",1,"No",49000,2,36,"No"
"5712",1,"No",107900,4,35.25,"No"
"5713",4,"Yes",0,6,15.8333333333333,"No"
"5714",1,"No",31200,3,30.6666666666667,"Yes"
"5715",3,"No",210250,7,31.5714285714286,"No"
"5716",2,"No",19000,5,30.6,"No"
"5717",1,"No",114600,3,36.3333333333333,"No"
"5718",2,"No",222000,4,28.25,"No"
"5719",1,"No",91400,3,37.3333333333333,"No"
"5720",1,"No",124200,2,29,"No"
"5721",3,"No",165000,5,25.4,"No"
"5722",1,"No",12960,2,17.5,"No"
"5723",1,"No",145000,4,38,"No"
"5724",1,"No",108000,3,26.6666666666667,"No"
"5725",1,"No",82000,3,30.3333333333333,"No"
"5726",1,"No",187000,2,27.5,"No"
"5727",2,"No",115000,4,24.75,"No"
"5728",2,"Yes",25100,4,21.75,"No"
"5729",2,"No",137000,3,24.3333333333333,"No"
"5730",2,"No",142410,4,18,"Yes"
"5731",1,"No",127000,4,31.25,"No"
"5732",2,"No",60000,4,21,"No"
"5733",1,"No",414000,3,27.6666666666667,"No"
"5734",2,"No",105000,4,22.25,"No"
"5735",2,"No",166000,4,21.25,"No"
"5736",1,"Yes",35000,4,33.75,"No"
"5737",2,"No",243000,4,26,"No"
"5738",2,"No",50000,3,21.6666666666667,"No"
"5739",1,"Yes",127000,6,29.6666666666667,"No"
"5740",1,"No",160000,2,24.5,"No"
"5741",2,"No",299000,4,27.75,"No"
"5742",2,"No",123300,5,33,"No"
"5743",2,"No",116000,4,28.75,"No"
"5744",2,"No",261700,4,33,"No"
"5745",1,"No",40000,2,33.5,"No"
"5746",1,"No",72500,2,29,"No"
"5747",2,"No",116400,3,18.3333333333333,"No"
"5748",2,"No",270000,4,26.75,"No"
"5749",1,"No",71100,3,24,"Yes"
"5750",2,"No",160000,4,26,"No"
"5751",2,"No",59380,3,26,"No"
"5752",1,"No",3e+05,3,34.3333333333333,"No"
"5753",3,"No",160000,5,19.8,"No"
"5754",3,"No",252000,5,17.2,"Yes"
"5755",1,"No",121000,3,41,"No"
"5756",2,"No",131000,4,24.25,"No"
"5757",4,"No",90700,6,17.6666666666667,"Yes"
"5758",1,"No",311000,3,33.3333333333333,"No"
"5759",3,"No",181000,5,18,"No"
"5760",2,"No",22100,3,30.6666666666667,"No"
"5761",3,"No",577000,5,20.4,"Yes"
"5762",2,"No",40000,4,24.75,"No"
"5763",4,"No",91000,6,22.6666666666667,"No"
"5764",1,"No",232000,3,31,"No"
"5765",2,"No",4e+05,4,21.25,"No"
"5766",3,"Yes",68100,5,29.8,"No"
"5767",1,"No",4000,2,13,"No"
"5768",1,"No",103630,3,38.3333333333333,"No"
"5769",1,"No",141000,4,28.5,"No"
"5770",1,"No",1001000,4,38.25,"No"
"5771",1,"No",50000,2,20,"No"
"5772",1,"No",120040,3,36,"No"
"5773",3,"No",68100,5,25.2,"No"
"5774",1,"No",151000,3,28.3333333333333,"No"
"5775",1,"No",330410,4,35.75,"No"
"5776",2,"No",95000,4,34,"No"
"5777",1,"No",35000,2,29.5,"No"
"5778",2,"No",260000,4,27.25,"No"
"5779",3,"No",475000,5,23.6,"No"
"5780",1,"No",38000,3,35.3333333333333,"No"
"5781",1,"No",45600,3,31.3333333333333,"No"
"5782",1,"No",131100,4,33.25,"No"
"5783",2,"No",118000,4,29.75,"No"
"5784",2,"Yes",20000,4,19.5,"Yes"
"5785",1,"No",82000,3,20.6666666666667,"No"
"5786",2,"No",75000,4,29.25,"No"
"5787",2,"No",211200,4,29.25,"No"
"5788",1,"No",260000,6,32.8333333333333,"Yes"
"5789",6,"No",150150,8,16.25,"No"
"5790",1,"No",430000,3,35.6666666666667,"No"
"5791",3,"No",36900,4,24.5,"No"
"5792",2,"No",1e+05,4,21.5,"No"
"5793",1,"No",122600,6,24.5,"No"
"5794",2,"No",145000,3,24.3333333333333,"No"
"5795",1,"No",155000,5,30.2,"No"
"5796",1,"No",1e+05,3,31.6666666666667,"No"
"5797",2,"No",159800,5,31.2,"No"
"5798",3,"No",39700,5,22.2,"No"
"5799",4,"No",164000,9,29.1111111111111,"No"
"5800",2,"No",150200,4,28,"No"
"5801",2,"No",2e+05,4,26.25,"No"
"5802",2,"No",1e+05,4,16.75,"Yes"
"5803",2,"No",78000,5,29.4,"No"
"5804",1,"No",53300,3,28,"No"
"5805",3,"No",81000,5,18.4,"No"
"5806",3,"No",581000,5,26.4,"No"
"5807",3,"No",76000,4,15.25,"No"
"5808",3,"No",60000,5,22.8,"No"
"5809",4,"No",1e+05,5,16.8,"No"
"5810",3,"No",187000,5,26.2,"No"
"5811",1,"No",31200,2,28.5,"No"
"5812",2,"No",38800,4,26.25,"No"
"5813",4,"No",110010,6,13.8333333333333,"Yes"
"5814",1,"No",25000,3,31.3333333333333,"No"
"5815",2,"No",174600,4,26.25,"No"
"5816",1,"Yes",16320,2,32.5,"No"
"5817",3,"No",183200,5,18,"No"
"5818",1,"No",152700,5,29.8,"No"
"5819",2,"No",54000,4,25,"No"
"5820",4,"No",72200,6,22.1666666666667,"No"
"5821",1,"No",65490,3,37.6666666666667,"No"
"5822",1,"No",78900,4,47.25,"No"
"5823",2,"No",33100,4,28.25,"No"
"5824",1,"No",290800,3,36.3333333333333,"No"
"5825",2,"No",172000,4,19.75,"No"
"5826",4,"No",85040,6,23.8333333333333,"No"
"5827",1,"No",165000,3,26.3333333333333,"No"
"5828",3,"Yes",95900,5,27.2,"No"
"5829",2,"No",52000,4,20.25,"No"
"5830",2,"No",123300,4,31,"No"
"5831",2,"Yes",163700,5,34.8,"No"
"5832",2,"No",125000,4,17.5,"Yes"
"5833",1,"No",32000,3,32,"No"
"5834",2,"No",217500,4,30.5,"No"
"5835",2,"No",134020,4,23.25,"Yes"
"5836",2,"No",67000,4,15.25,"No"
"5837",1,"No",187000,4,35.75,"No"
"5838",3,"No",126000,5,25,"No"
"5839",2,"No",56000,4,20.5,"Yes"
"5840",1,"No",158000,3,37.6666666666667,"No"
"5841",2,"No",67700,4,17,"Yes"
"5842",2,"No",103300,3,23.6666666666667,"No"
"5843",1,"No",62500,3,22.6666666666667,"No"
"5844",3,"No",6000,5,23.6,"No"
"5845",1,"Yes",16300,2,20.5,"No"
"5846",2,"No",32000,4,17.75,"Yes"
"5847",2,"No",94300,5,27.2,"No"
"5848",5,"No",122000,7,22.7142857142857,"No"
"5849",1,"No",111400,3,22,"No"
"5850",3,"No",73000,5,20.4,"No"
"5851",2,"No",616000,4,30.75,"No"
"5852",1,"No",72000,4,41.5,"No"
"5853",5,"No",33600,7,20.8571428571429,"No"
"5854",2,"No",140300,4,22.75,"No"
"5855",3,"No",110000,5,22.6,"No"
"5856",4,"No",150000,6,23,"No"
"5857",2,"No",191000,4,24.5,"No"
"5858",2,"No",70000,4,21.75,"No"
"5859",1,"Yes",16000,2,14.5,"No"
"5860",3,"No",65000,5,17.8,"No"
"5861",1,"No",420000,3,32.6666666666667,"No"
"5862",1,"No",150000,3,23.3333333333333,"No"
"5863",2,"No",455150,4,29.5,"No"
"5864",2,"No",257750,4,27,"No"
"5865",2,"Yes",16700,3,27.3333333333333,"No"
"5866",2,"No",225000,4,24.25,"No"
"5867",5,"No",242900,9,19.5555555555556,"Yes"
"5868",2,"No",89400,3,21.3333333333333,"No"
"5869",1,"No",56000,3,20.3333333333333,"No"
"5870",2,"No",141000,5,33,"No"
"5871",2,"Yes",68600,4,22.5,"No"
"5872",2,"No",95000,4,27.75,"No"
"5873",3,"Yes",31400,5,18.8,"No"
"5874",2,"No",568250,4,33.5,"No"
"5875",2,"No",35000,3,12.3333333333333,"No"
"5876",2,"No",49200,4,14.25,"Yes"
"5877",2,"No",310000,4,25.75,"No"
"5878",2,"No",52500,4,31.75,"No"
"5879",2,"No",280800,4,33,"No"
"5880",1,"No",54100,3,37.3333333333333,"No"
"5881",3,"No",43200,5,18.4,"No"
"5882",2,"No",90000,6,34.3333333333333,"No"
"5883",3,"No",564400,5,25.2,"No"
"5884",1,"No",43200,3,27,"No"
"5885",2,"No",84000,4,24.25,"No"
"5886",2,"No",356000,4,31.25,"No"
"5887",3,"No",60000,4,18.25,"No"
"5888",2,"No",230000,4,31.5,"No"
"5889",1,"Yes",20000,2,25.5,"No"
"5890",1,"No",105010,3,37.3333333333333,"No"
"5891",3,"No",165000,5,16.4,"Yes"
"5892",3,"No",821000,5,22.4,"No"
"5893",3,"Yes",29100,5,13.2,"No"
"5894",1,"No",239000,5,40.8,"No"
"5895",1,"No",163700,3,25.6666666666667,"No"
"5896",2,"No",92220,4,20,"No"
"5897",1,"No",122000,3,29,"No"
"5898",4,"No",35300,6,15.8333333333333,"No"
"5899",2,"No",1e+05,4,24,"No"
"5900",2,"No",113500,4,27.5,"No"
"5901",1,"No",83400,4,36,"No"
"5902",6,"No",115000,8,13.25,"Yes"
"5903",2,"No",238200,4,28,"No"
"5904",2,"No",195000,4,18.25,"Yes"
"5905",1,"No",49000,3,37.3333333333333,"No"
"5906",2,"No",151000,4,19.25,"Yes"
"5907",1,"Yes",5700,2,27.5,"No"
"5908",1,"No",125000,3,33,"No"
"5909",2,"No",54150,4,14.25,"No"
"5910",1,"No",143700,3,37,"No"
"5911",1,"No",36600,3,24.3333333333333,"Yes"
"5912",2,"No",269000,4,30,"No"
"5913",2,"No",85000,3,18.3333333333333,"No"
"5914",4,"No",30000,6,21.1666666666667,"No"
"5915",1,"No",55000,3,38.3333333333333,"No"
"5916",2,"No",74800,4,26,"No"
"5917",2,"No",153200,5,30.2,"No"
"5918",1,"No",113000,3,28,"No"
"5919",1,"No",140500,3,31.3333333333333,"No"
"5920",3,"No",211000,5,21.8,"No"
"5921",3,"No",387350,5,28.2,"No"
"5922",1,"No",57500,4,33.5,"No"
"5923",2,"No",566000,4,26.5,"No"
"5924",2,"No",577800,4,24.5,"No"
"5925",1,"No",213000,3,30.6666666666667,"No"
"5926",1,"No",81300,3,40,"No"
"5927",1,"No",106000,4,36,"No"
"5928",2,"Yes",60000,4,14,"No"
"5929",2,"No",255000,4,34,"No"
"5930",4,"No",305600,6,23,"No"
"5931",1,"No",111000,3,34,"No"
"5932",1,"No",12000,2,14,"No"
"5933",2,"No",52900,4,20,"No"
"5934",1,"No",155000,3,21.6666666666667,"No"
"5935",2,"No",302500,4,17.75,"Yes"
"5936",1,"No",165020,3,27,"No"
"5937",2,"No",190300,4,20.5,"No"
"5938",1,"Yes",28020,2,22,"No"
"5939",2,"No",47200,4,31.75,"No"
"5940",2,"No",280000,6,39.3333333333333,"No"
"5941",1,"No",120000,3,22.6666666666667,"No"
"5942",1,"Yes",30000,3,21,"Yes"
"5943",1,"No",114000,3,38,"No"
"5944",2,"No",111000,4,21.5,"No"
"5945",3,"Yes",33100,5,14,"No"
"5946",2,"No",145000,4,21.5,"No"
"5947",1,"No",135010,3,42,"No"
"5948",1,"No",145000,3,23.6666666666667,"Yes"
"5949",2,"No",77000,4,26.25,"No"
"5950",1,"No",205500,4,35.5,"No"
"5951",1,"No",88000,2,16,"No"
"5952",3,"No",566000,5,20,"No"
"5953",2,"No",51000,6,25.6666666666667,"No"
"5954",1,"No",175550,3,34,"No"
"5955",2,"No",293500,4,29.75,"No"
"5956",2,"No",168000,4,24.25,"No"
"5957",2,"No",68700,4,19.75,"No"
"5958",3,"No",74000,6,21.1666666666667,"No"
"5959",2,"No",105000,4,29,"No"
"5960",1,"No",72200,3,25.3333333333333,"No"
"5961",1,"No",44900,2,17.5,"No"
"5962",2,"Yes",19200,5,26.8,"No"
"5963",1,"No",215000,3,23.3333333333333,"No"
"5964",2,"No",147400,5,27.4,"No"
"5965",1,"No",75000,5,26.4,"No"
"5966",1,"Yes",95500,5,41.2,"No"
"5967",1,"No",7000,2,17,"No"
"5968",1,"No",163700,3,21.6666666666667,"No"
"5969",1,"No",305000,4,35.5,"No"
"5970",1,"No",105000,4,33.5,"Yes"
"5971",2,"Yes",48620,5,28,"No"
"5972",3,"Yes",38000,5,16.4,"Yes"
"5973",2,"No",39500,4,33.5,"No"
"5974",4,"No",464000,6,19.1666666666667,"No"
"5975",2,"Yes",9600,3,14,"No"
"5976",2,"No",85000,5,23,"No"
"5977",1,"No",54620,4,33.75,"No"
"5978",1,"No",190000,4,27.5,"No"
"5979",1,"No",223520,3,40.3333333333333,"No"
"5980",2,"Yes",69000,4,22.5,"No"
"5981",2,"No",185300,4,32.75,"No"
"5982",1,"No",564000,3,20.3333333333333,"Yes"
"5983",3,"No",65600,7,30.8571428571429,"No"
"5984",1,"No",102500,4,32,"No"
"5985",2,"No",265500,4,31.75,"No"
"5986",2,"No",85000,4,25.75,"No"
"5987",2,"No",119100,4,17.5,"No"
"5988",1,"No",120000,3,35,"No"
"5989",1,"No",2000,2,17.5,"No"
"5990",2,"No",601000,4,25,"No"
"5991",1,"No",175000,3,24,"No"
"5992",1,"No",153000,3,19,"Yes"
"5993",2,"No",45300,5,39,"No"
"5994",2,"No",149500,4,31.5,"No"
"5995",1,"No",45800,3,26,"No"
"5996",2,"No",39800,5,31,"Yes"
"5997",1,"No",350610,3,39.6666666666667,"No"
"5998",2,"No",154000,4,27.5,"No"
"5999",1,"No",62000,2,35.5,"No"
"6000",2,"No",194000,4,31,"No"
"6001",2,"No",140200,4,21.75,"Yes"
"6002",1,"No",162100,3,42,"No"
"6003",3,"No",87000,5,19.6,"No"
"6004",3,"No",93000,5,15.8,"No"
"6005",2,"Yes",53900,4,22,"No"
"6006",1,"No",81400,3,22.6666666666667,"No"
"6007",2,"No",35000,4,21.5,"No"
"6008",2,"No",239000,4,23.5,"No"
"6009",1,"No",140000,3,23.6666666666667,"No"
"6010",1,"No",42600,3,39.6666666666667,"No"
"6011",3,"No",32000,6,21.5,"No"
"6012",1,"No",229900,3,25.3333333333333,"Yes"
"6013",1,"No",55000,2,29.5,"No"
"6014",2,"No",164000,4,29.5,"No"
"6015",1,"No",213000,6,41.3333333333333,"No"
"6016",2,"No",34000,5,24,"No"
"6017",2,"Yes",39000,4,26,"No"
"6018",3,"No",94000,5,16.4,"No"
"6019",2,"No",168600,4,32,"No"
"6020",2,"No",70000,3,23,"No"
"6021",4,"No",581000,6,28,"No"
"6022",1,"No",576500,3,42,"No"
"6023",2,"No",16800,4,31.25,"No"
"6024",2,"No",47700,4,19,"No"
"6025",1,"No",75000,3,24,"No"
"6026",3,"No",90000,5,21.2,"No"
"6027",2,"No",94300,5,20.8,"Yes"
"6028",2,"No",84000,3,18.3333333333333,"No"
"6029",1,"No",108500,3,27,"No"
"6030",2,"Yes",36600,4,28,"No"
"6031",3,"No",35000,5,20,"Yes"
"6032",2,"No",127000,4,30.75,"No"
"6033",1,"No",110000,3,38.6666666666667,"No"
"6034",2,"No",90000,4,29,"No"
"6035",1,"No",208500,4,34.75,"No"
"6036",2,"No",183000,4,29.75,"No"
"6037",1,"No",125000,3,28.6666666666667,"No"
"6038",2,"No",150300,4,32,"No"
"6039",3,"No",185000,5,25.8,"No"
"6040",2,"Yes",75500,5,45.2,"No"
"6041",1,"No",2e+05,3,34.3333333333333,"No"
"6042",2,"No",182600,4,23.25,"No"
"6043",3,"Yes",50100,5,29.8,"No"
"6044",2,"No",136000,4,32.75,"No"
"6045",1,"No",305000,3,40.6666666666667,"No"
"6046",2,"No",142000,4,22,"No"
"6047",1,"No",188400,3,31.3333333333333,"No"
"6048",3,"No",90000,5,21.8,"No"
"6049",2,"No",72000,4,31,"No"
"6050",2,"No",168000,5,36,"No"
